Nome_Escola,REDE,NO_DISTRITO,ID_LATITUDE,ID_LONGITUDE,Municipio,ANO_CENSO,PK_COD_ENTIDADE,ID_DEPENDENCIA_ADM,Dependencia_Administrativa,UF,Endereco,Nr_Endereco,Complemento_Endereco,Bairro,CEP,DDD,Telefone,Telefone_Publico_1,Fax,Correio_Eletronico,Situacao_Funcionamento,DT_ANO_LETIVO_INICIO,DT_ANO_LETIVO_TERMINO,FINSLUCRATIVOS,MOD_ATIV_COMPLEMENTAR,FUNC_PREDIO_ESCOLAR,FUNC_SALAS_EMPRESA,FUNC_PRISIONAL,FUNC_TEMPLO_IGREJA,FUNC_CASA_PROFESSOR,FUNC_GALPAO,FUNC_OUTROS,FUNC_SALAS_OUTRA_ESC,NUM_CNPJ_ESCOLA_PRIVADA,NUM_CNPJ_UNIDADE_EXECUTORA,CONVENIADA_PP,TIPO_CONVENIO_PODER_PUBLICO,ACESSIBILIDADE,REFEITORIO,DESPENSA,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,BANHEIRO_CHUVEIRO,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,AGUA_FILTRADA,AGUA_REDE_PUBLICA,AGUA_POCO_ARTESIANO,AGUA_CACIMBA,AGUA_FONTE_RIO,AGUA_INEXISTENTE,ENERGIA_REDE_PUBLICA,ENERGIA_GERADOR,ESGOTO_REDE_PUBLICA,ESGOTO_FOSSA,ESGOTO_INEXISTENTE,INTERNET,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_IMPRESSORA,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_FAX,EQUIP_FOTO,EQUIP_PARABOLICA,EQUIP_COPIADORA,EQUIP_RETRO,EQUIP_TV,EQUIP_VIDEOCASSETE,MATERIAL_ESP_NAO_UTILIZA,MATERIAL_ESP_QUILOMBOLA,MATERIAL_ESP_INDIGENA,EDUCACAO_INDIGENA,LINGUA_INDIGENA,LINGUA_PORTUGUESA,ESPACO_TURMA_PBA,ABRE_FINAL_SEMANA,MOD_ENS_REGULAR,MOD_EDUC_ESPECIAL,MOD_EJA,MATTOTAL,MATEI,MATCRECHE,MATPRE,MATEF,MATEFI,MATEF1,MATEF2,MATEF3,MATEF4,MATEF5,MATEF6,MATEF7,MATEF8,MATEF14AI,MATEF58AF,MATS,MAT1S,MAT2S,MAT3S,MAT4S,MAT5S,MAT6S,MAT7S,MAT8S,MATA,MAT1A,MAT2A,MAT3A,MAT4A,MAT5A,MAT6A,MAT7A,MAT8A,MAT9A,MATEM,MATEM1,MATEM2,MATEM3,MATEM4,MATEMNS,MATEM_EM,MATEM1_EM,MATEM2_EM,MATEM3_EM,MATEM4_EM,MATEMNS_EM,MATEM_I,MATEM1_I,MATEM2_I,MATEM3_I,MATEM4_I,MATEMNS_I,MATEM_N,MATEM1_N,MATEM2_N,MATEM3_N,MATEM4_N,MATEP,MATEPCONC,MATEPSUBSEQ,MATEJA,MATEJAEF,MATEJAEM,MATEJAP,MATEJAPEF,MATEJAP14,MATEJAP58,MATEJAPPJ,MATEJAPEM,MATEJASP,MATEJASPEF,MATEJASP14,MATEJASP58,MATEJASPEM,MATEJAEPEF,MATEJAEPNM,MATEJASPEPEF,MATEJASPEPNM,MATEEINCL,MATESPTOT,MATESP,MATESPEXCLUS,MATESPCLESP
CEI INDIR MARIA TEREZA DE MACEDO COSTA,Privada,BUTANTA,-46.73067586,-23.57250246,SAO PAULO,2012,35102313,4,Privada,São Paulo,RUA NOBRE VIEIRA,100,,JARDIM RIZZO,5587180,,37210543,,37210543,MARIATEREZA@CRUZADA.ORG.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,60915790000167,60915790002291,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,10,10,Não,Sim,35,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,207,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CEU CEI TRES PONTES,Pública,JARDIM HELENA,-46.3815,-23.4786,SAO PAULO,2012,35357108,3,Municipal,São Paulo,CAPACHOS,400,,JARDIM CELIA,8191330,,33976414,,,CEICEUTRESPONTES@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,9,9,Não,Não,53,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV ITAIM PAULISTA I CRECHE PRE ESC,Privada,ITAIM PAULISTA,-46.38989598,-23.48820443,SAO PAULO,2012,35268100,4,Privada,São Paulo,RUA JOAO DE MACEDO RIBEIRO,91,,VILA ITAIM,8111010,,29632729,,,CPI@ICCSP.ORG.BR,Em Atividade,1/2/2012,31/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,3205769000215,3205769000134,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,13,13,Sim,Não,42,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,333,333,208,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV ANJO GABRIEL,Privada,CIDADE TIRADENTES,-46.4136,-23.5803,SAO PAULO,2012,35434231,4,Privada,São Paulo,ARROIO SARANDI,900,,CONJUNTO HABITACIONAL SANTA ETELVINA III,8485460,,22828772,,,CEIANJOGABRIEL@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,3879320000151,3879320000151,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,10,10,Não,Não,32,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI INDIR LUIZ DE OLIVEIRA DUARTE DR,Privada,CIDADE ADEMAR,-46.6377,-23.6804,SAO PAULO,2012,35183593,4,Privada,São Paulo,RUA SEBASTIAO AFONSO,872,,JARDIM MIRIAM,4417100,,56232916,56200109,,ASSOC.CENTROSOCIAL@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,61863825000124,61863825000124,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,10,10,Não,Sim,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CR P CONV SEMENTE DO AMANHA II,Privada,ITAIM PAULISTA,-46.3944,-23.5107,SAO PAULO,2012,35434978,4,Privada,São Paulo,TIBURCIO DE SOUSA,1601,,ITAIM PAULISTA,8140000,,25664282,,,SEMENTEDOAMANHA2@GMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,54570767000185,54570767000185,Sim,Municipal,Sim,Sim,Sim,Não,Não,Não,,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,9,9,Não,Não,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,209,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEI INDIR JARDIM BRASIL - PRESEPIO,Privada,VILA MEDEIROS,-46.5728,-23487,SAO PAULO,2012,35183179,4,Privada,São Paulo,JOTA CARLOS,2,,JARDIM BRASIL ZONA NORTE,2226130,,29878255,,,COR.CPRE@UOL.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,43633288000144,43633288000144,Sim,Municipal,Sim,Sim,Sim,Não,Não,Não,,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,11,11,Não,Não,34,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,209,209,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CEI INDIR IGUACU,Privada,SAPOPEMBA,-46.5228,-23.6129,SAO PAULO,2012,35308924,4,Privada,São Paulo,AVENIDA DO ORATORIO,6557,,JARDIM ANGELA,3221300,,27022960,,,CRECHE.IGUACU@GMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,61592531000105,61592531000105,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,9,9,Não,Não,32,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,4,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CR P CONV ANDRE REGO DOS SANTOS,Privada,VILA MEDEIROS,-46.58814787,-23.49790161,SAO PAULO,2012,35183386,4,Privada,São Paulo,RUA SAO TEOFILO,804,FUNDOS,VILA MEDEIROS,2213040,11,29496633,29878044,29496633,CEIANDREREGO@TERRA.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,50955665000631,50955665000127,Sim,Municipal,Sim,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,19,16,Sim,Não,29,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CR P CONV GUANELLA DOM,Privada,MANDAQUI,-46.6347,-23.4649,SAO PAULO,2012,35183210,4,Privada,São Paulo,AVENIDA SANTA INES,2229,,JARDIM PERI,2631000,,22332831,22320252,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,51158848000184,51158848000184,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,17,17,Não,Não,31,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV RECANTO DA FAMILIA,Privada,CIDADE ADEMAR,-46.6483,-23.6884,SAO PAULO,2012,35102210,4,Privada,São Paulo,SANTO ALBERICO CRESCITELLI,15,A,VILA MISSIONARIA,4430030,,34513986,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,65502262000108,65502262000108,Sim,Municipal,Não,Não,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,13,13,Não,Não,30,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEI INDIR CRUZ DE MALTA,Privada,CAMPO BELO,-46.6532,-23.6396,SAO PAULO,2012,35183623,4,Privada,São Paulo,RUA ORLANDO MURGEL,161,,PARQUE JABAQUARA,4358090,,55810944,,,CEI.CRUZDEMALTA@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,62808894000106,62808894000106,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,9,9,Não,Não,37,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,1,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CR P CONV SANTA TEREZINHA,Privada,PARELHEIROS,-46696,-23.8533,SAO PAULO,2012,35184512,4,Privada,São Paulo,RUA NICOLAU LORIN,21,,JARDIM SANTA TERESINHA,4896070,,59784127,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,54239041000164,54239041000164,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,10,10,Não,Não,35,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,1,0,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUBENS SVERNER,Privada,MORUMBI,-46.71325238,-23.5993449,SAO PAULO,2012,35104589,4,Privada,São Paulo,RUA COMBATENTES DO GUETO,186,,MORUMBI,5652100,11,21514515,,,RITADECASSIA@EINSTEIN.BR,Em Atividade,9/1/2012,20/12/2012,,Nao oferece,Alugado,Não,Não,Não,Não,Não,Não,Não,60765823000130,60765823000130,Não,,Sim,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,13,11,Não,Não,60,Não,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,1,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,210,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEU CEI FORMOSA,Pública,VILA FORMOSA,-46.5242414,-23.58023161,SAO PAULO,2012,35396801,3,Municipal,São Paulo,SARGENTO CLAUDINER EVARISTO DIAS,10,,PARQUE SANTO ANTONIO,3385150,11,22160526,,,CEICEUFORMOSA@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,10,10,Não,Não,34,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,1,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,211,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CEU CEI VILA RUBI,Pública,CIDADE DUTRA,-46.6971,-23.7282,SAO PAULO,2012,35298311,3,Municipal,São Paulo,DOMINGOS TARROSO,101,,VILA RUBI,4823090,11,56613562,,,CEIVILARUBI@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,9,9,Não,Não,46,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,212,212,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CEU CEI AGUA AZUL,Pública,CIDADE TIRADENTES,-46.4068,-23.5946,SAO PAULO,2012,35298190,3,Municipal,São Paulo,DOS METALURGICOS,1262,PREDIO,CIDADE TIRADENTES,8471000,,22827157,,22827157,CEICEUAGUAZUL@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,9,9,Não,Não,64,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,5,0,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,213,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV SANTA CATARINA III,Privada,JABAQUARA,-46638,-23.6473,SAO PAULO,2012,35334091,4,Privada,São Paulo,DOS COMERCIARIOS,225,,CIDADE VARGAS,4320030,,50215966,,,CEISANTACATARINA3@HOTMAIL.COM,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,49876394000135,49876394000135,Sim,Municipal,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Não,Não,Não,13,13,Não,Não,31,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,214,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR P CONV SAO PAULO APOSTOLO,Privada,JARAGUA,-46.7118,-23.4398,SAO PAULO,2012,35182953,4,Privada,São Paulo,MONTE AZUL PAULISTA,322,,VILA NOVA PARADA,2883050,,39714666,,,CEISAOPAULOAPOSTOLO@YAHOO.COM.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Cedido,Não,Não,Não,Não,Não,Não,Não,43570050000389,43570050000389,Sim,Municipal,Não,Sim,Sim,Não,Não,Não,,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,13,13,Não,Sim,36,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,2,0,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,214,214,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEI DIRET ANTONIO MERLOTH PE,Pública,SAO MATEUS,-46.4594,-23.6076,SAO PAULO,2012,35237024,3,Municipal,São Paulo,GANIMEDES,27,,CIDADE SATELITE SANTA BARBARA,8330385,,20197001,29198608,29198608,CEIAMERLOTH@PREFEITURA.SP.GOV.BR,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Sim,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,10,10,Não,Não,60,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,3,0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,215,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
CEU CEI SAPOPEMBA,Pública,SAPOPEMBA,-46494,-23.6098,SAO PAULO,2012,35357066,3,Municipal,São Paulo,MANUEL QUIRINO DE MATTOS,SN,,JARDIM SAPOPEMBA,3969000,,20759121,,,,Em Atividade,6/2/2012,21/12/2012,,Nao oferece,Próprio,Não,Não,Não,Não,Não,Não,Não,,,,,Sim,Não,Sim,Não,Não,Não,,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,9,9,Não,Não,57,Sim,Filtrada,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,5,0,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,S,,,215,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
