PK_COD_ENTIDADE,ID_LATITUDE,ID_LONGITUDE,Nome_Escola,REDE,Municipio,NO_DISTRITO,Endereco,Nr_Endereco,Bairro,CEP,Telefone,Fax,Correio_Eletronico,Situacao_Funcionamento,ACESSIBILIDADE,DEPENDENCIAS_PNE,SANITARIO_PNE,REFEITORIO,DESPENSA,ALMOXARIFADO,AUDITORIO,LABORATORIO_INFORMATICA,LABORATORIO_CIENCIAS,SALA_ATENDIMENTO_ESPECIAL,QUADRA_ESPORTES_COBERTA,QUADRA_ESPORTES_DESCOBERTA,PATIO_COBERTO,PATIO_DESCOBERTO,PARQUE_INFANTIL,COZINHA,BIBLIOTECA,BERCARIO,SANITARIO_DENTRO_PREDIO,SANITARIO_FORA_PREDIO,SANITARIO_EI,BANHEIRO_CHUVEIRO,LAVANDERIA,DEPENDENCIAS_OUTRAS,NUM_SALAS_EXISTENTES,NUM_SALAS_UTILIZADAS,SALA_LEITURA,AREA_VERDE,NUM_FUNCIONARIOS,ALIMENTACAO,INTERNET,BANDA_LARGA,COMPUTADORES,NUM_COMPUTADORES,COMPUSOALUNOS,EQUIP_DVD,EQUIP_SOM,EQUIP_MULTIMIDIA,EQUIP_TV,EQUIP_VIDEOCASSETE,ABRE_FINAL_SEMANA,NESCCRECHER,MATCRECHE,Dependencia_Administrativa,CATESCPRIVADA,
35195558,-46.60581609,-23.55182132,CR P CONV BRAS MOOCA CENT ASSIS SOC,Privada,SAO PAULO,MOOCA,RUA ALMIRANTE BRASIL,664,MOOCA,3162010,26933108,26933108,,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,5,5,Não,Não,27,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Sim,Não,1,111,Privada,Filantropica,
35195561,-46.6007,-23.5362,CEI INDIR CORACAO DE MARIA CEI,Privada,SAO PAULO,BELEM,RODRIGO CESAR DE MENEZES,57,CATUMBI,3020040,26945770,,CEICOMARIA@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,8,8,Não,Não,17,Sim,Sim,Possui,Sim,1,0,Sim,Sim,Não,Sim,Não,Não,1,117,Privada,Filantropica,
35195972,-46.6086468,-23.491145,IAPI COLEGIO,Privada,SAO PAULO,TUCURUVI,AVENIDA GENERAL ATALIBA LEONEL,2936,PARADA INGLESA,2242000,22834163,,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,16,16,Não,Não,41,Não,Sim,Possui,Sim,19,12,Sim,Sim,Sim,Sim,Não,Não,1,75,Privada,Particular,
35196733,-46.6737947,-23.5280297,BRASIL CANADA COLEGIO UNIDADE II,Privada,SAO PAULO,PERDIZES,RUA AIROSA GALVAO,19,AGUA BRANCA,5002070,38019004,,,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,7,7,Não,Sim,18,Sim,Sim,Possui,Sim,12,9,Sim,Sim,Sim,Sim,Sim,Não,1,9,Privada,Particular,
35197348,-46.63376257,-23.6428801,URSINHO PIMPAO ESCOLA,Privada,SAO PAULO,JABAQUARA,AVENIDA LINO DE ALMEIDA PIRES,629,VILA GUARANI,4617180,50120764,50120764,MARCIOWHITE@IG.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,7,7,Sim,Não,10,Não,Sim,Possui,Sim,4,3,Sim,Sim,Não,Sim,Não,Não,1,7,Privada,Particular,
35198171,-46.8012,-23.4407,CR P CONV REGINA SIMOES,Privada,SAO PAULO,ANHANGUERA,DALVA DE OLIVEIRA,84,JARDIM ROSINHA,5274001,39166386,,CEIREGINASIMOES@IG.COM.BR,Em Atividade,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,5,5,Não,Não,16,Sim,,,Não,0,0,Sim,Sim,Não,Sim,Não,Não,1,101,Privada,Filantropica,
35198183,-46.6718,-23.4843,CR P CONV FORHUM LAR,Privada,SAO PAULO,LIMAO,ANGELO BONAVITA,50,VILA SANTA MARIA,2562040,25061501,,CEIFORHUMLAR@UOL.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,4,4,Não,Não,10,Sim,Sim,Não possui,Sim,1,0,Sim,Sim,Não,Sim,Sim,Não,1,84,Privada,Filantropica,
35198882,-46.4013488,-23.5486925,CAMARGO PERSSET COLEGIO,Privada,SAO PAULO,GUAIANASES,RUA DA LAGOA DE ESMORIZ,308,JARDIM SOARES,8460150,25579907,,,Em Atividade,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,19,19,Sim,Sim,26,Não,Sim,Possui,Sim,12,9,Sim,Sim,Sim,Sim,Não,Não,1,3,Privada,Particular,
35198948,-46.7511449,-23.5483988,QUINTAL MAGICO ESCOLA,Privada,SAO PAULO,JAGUARE,RUA IRMA PIA,127,JAGUARE,5335050,37680509,,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,6,6,Não,Sim,27,Sim,Sim,Possui,Sim,14,6,Sim,Sim,Sim,Sim,Não,Não,1,13,Privada,Particular,
35198961,-46.6880066,-23.6118807,SIMAO FRUGIS COLEGIO,Privada,SAO PAULO,ITAIM BIBI,RUA FLORIDA,903,CIDADE MONCOES,4565000,50421220,,,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,5,14,Sim,Sim,27,Não,Sim,Possui,Sim,17,11,Sim,Sim,Não,Sim,Sim,Não,1,24,Privada,Particular,
35199047,-46.45347739,-23.52867546,E E I MARIE NAZIR,Privada,SAO PAULO,ITAQUERA,RUA FRANCISCO ALARICO BERGAMO,193,VILA SANTANA,8230010,20523858,,EEIMARIENAZIR@GMAIL.COM,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,3,4,Sim,Sim,4,Sim,Sim,Possui,Sim,2,1,Sim,Sim,Não,Sim,Não,Não,1,9,Privada,Particular,
35199084,-46.44037523,-23.53396991,UNIVERSO MAGICO KIDS NUCLEO DE RECREACAO,Privada,SAO PAULO,ITAQUERA,RUA INACIO ALTINI,208,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8250500,22864960,22860339,ESCOLAUNIVERSOMAGICO@HOTMAIL.COM,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,6,6,Não,Não,11,Não,Sim,Possui,Sim,4,3,Sim,Sim,Não,Sim,Sim,Não,1,31,Privada,Particular,
35199096,-46.4696947,-23.5693615,EMILIA COLEGIO,Privada,SAO PAULO,PARQUE DO CARMO,RUA MATEUS MENDES PEREIRA,724,JARDIM NOSSA SENHORA DO CARMO,8275010,27486546,,,Em Atividade,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,8,8,Não,Sim,12,Sim,Sim,Possui,Sim,2,0,Sim,Sim,Não,Sim,Não,Não,1,11,Privada,Particular,
35199187,-46.4581881,-23.53144987,JEAN JACQUES ROUSSEAU,Privada,SAO PAULO,ITAQUERA,RUA CATARINA LOPES,256,VILA REGINA,8225000,20712385,20712385,NERROUSSEAU@SUPERIG.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,3,3,Sim,Sim,3,Não,Sim,Possui,Sim,4,3,Sim,Não,Não,Sim,Não,Não,1,10,Privada,Particular,
35199205,-46.47008925,-23.52792092,ESCOLA DE EDUCACAO E RECREACAO INFANTIL AVALON,Privada,SAO PAULO,ITAQUERA,RUA CUIM,314,C A E CARVALHO,8223280,20419395,,COLEGIO_AVALON@HOTMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,8,8,Sim,Não,17,Sim,Sim,Possui,Sim,3,2,Sim,Sim,Sim,Sim,Sim,Não,1,43,Privada,Particular,
35199254,-46.45767112,-23.53612654,ESC PART BRILHO DO SOL,Privada,SAO PAULO,ITAQUERA,REVERENDO ALCIDES FRANCO,91,JARDIM ITAPEMIRIM - ITAQUERA,8220700,22059922,,CIRLENEJACOB@BOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,5,5,Não,Sim,8,Sim,Sim,Possui,Sim,8,7,Sim,Sim,Não,Sim,Não,Não,1,34,Privada,Particular,
35199266,-46.45561319,-23.5509539,MUKAI ESCOLA DE EDUCACAO INFANTIL,Privada,SAO PAULO,ITAQUERA,RUA PAES LANDIM,453,ITAQUERA,8290280,29444473,,KATIAMUKAI@IG.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,6,6,Sim,Não,8,Sim,Sim,Possui,Sim,5,4,Sim,Não,Não,Sim,Não,Não,1,45,Privada,Particular,
35199312,-46.45002146,-23.5338986,LAPIS MAGICO DE OZ NEI,Privada,SAO PAULO,ITAQUERA,RUA ITALINA,340,ITAQUERA,8290705,20798719,,JULY.DIAS@BOL.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,3,2,Não,Não,7,Sim,Sim,Possui,Sim,1,0,Sim,Não,Não,Sim,Não,Não,1,13,Privada,Particular,
35199321,-46.45615754,-23.53310131,ALPHA LESTE EEI,Privada,SAO PAULO,ITAQUERA,RUA MARIANO MORO,636,VILA REGINA,8225060,22057643,,CONTATO@EEIALPHA.COM.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,4,6,Sim,Sim,10,Não,Sim,Possui,Sim,6,4,Sim,Não,Não,Sim,Sim,Não,1,16,Privada,Particular,
35199357,-46.4844105,-23.5546123,BARRETO GURIAN COLEGIO,Privada,SAO PAULO,ITAQUERA,AVENIDA ITAQUERA,8161,VILA CARMOSINA,8295000,22056376,,DIRECAO@BARRETOGURIAN.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,15,15,Não,Não,38,Não,Sim,Possui,Sim,23,18,Sim,Sim,Sim,Sim,Não,Não,1,68,Privada,Particular,
35199473,-46.58424963,-23.50252863,MAAP COLEGIO,Privada,SAO PAULO,VILA MARIA,AVENIDA ALBERTO BYINGTON,2381,VILA MARIA,2127002,26363192,,MAANDREPEREZ@IG.COM.BR,Em Atividade,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,11,11,Não,Não,26,Não,Sim,Possui,Sim,10,7,Sim,Sim,Não,Sim,Não,Não,1,35,Privada,Particular,
35199552,-46.609535,-23.4803452,SANTA CATARINA TUCURUVI COLEGIO,Privada,SAO PAULO,TUCURUVI,RUA AITINGA,65,TUCURUVI,2303060,22433358,,SANTACATARINA10@YAHOO.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Sim,Não,19,Não,Sim,Possui,Sim,5,5,Sim,Sim,Não,Sim,Não,Não,1,40,Privada,Particular,
35199588,-46.6177503,-23.6228953,CONSTRUARTE COLEGIO,Privada,SAO PAULO,CURSINO,RUA NOSSA SENHORA DA SAUDE,242,JARDIM PREVIDNCIA,4159000,50582775,,SECRETARIA@COLEGIOCONSTRUARTE.COM.BR,Em Atividade,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,12,12,Não,Não,44,Sim,Sim,Possui,Sim,13,13,Sim,Sim,Sim,Sim,Sim,Não,1,43,Privada,Particular,
35199597,-46.6033975,-23.5928707,WALDORF ALECRIM DOURADO CENTRO EDUCACIONAL,Privada,SAO PAULO,IPIRANGA,RUA LORD COCRANE,440,IPIRANGA,4213000,22733325,20632953,ALECRIMDOURADO@ALECRIMDOURADO.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,7,8,Não,Sim,15,Não,Sim,Possui,Sim,3,0,Não,Sim,Não,Não,Não,Não,1,18,Privada,Particular,
35199606,-46.6331597,-23.5915425,OEN EDUCACAO INTEGRAL,Privada,SAO PAULO,VILA MARIANA,CONDE DE IRAJA,225,VILA MARIANA,4119010,50816875,,OEN@OEN.COM.BR,Em Atividade,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,13,13,Não,Sim,46,Não,Sim,Possui,Sim,14,6,Sim,Sim,Não,Sim,Sim,Não,1,67,Privada,Particular,
35199618,-46.6138352,-23.5849538,DI BIAGICOLEGIO,Privada,SAO PAULO,IPIRANGA,RUA MAURICIO DE CASTILHO,209,IPIRANGA,4264020,20622546,20970507,PLAYGROUND@TERRA.COM.BR,Em Atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,7,7,Não,Sim,10,Não,Sim,Possui,Sim,5,4,Sim,Sim,Não,Sim,Não,Não,1,4,Privada,Particular,
35199680,-46.4941165,-23.5544705,PORTO NOBRE COLEGIO,Privada,SAO PAULO,ARTUR ALVIM,RUA BRASILINA ILKA BARBOSA FERRAZ,224,JARDIM BRASILIA,3583010,27417831,,COLEGIOPORTONOBRE@GLOBO.COM,Em Atividade,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,11,11,Não,Sim,25,Não,Sim,Possui,Sim,2,0,Sim,Sim,Sim,Sim,Não,Não,1,33,Privada,Particular,
35199710,-46.4956375,-23.5386858,ELVIRA LINARES COLEGIO,Privada,SAO PAULO,ARTUR ALVIM,AVENIDA MARIA LUIZA AMERICANO,1388,ITAQUERA,8275001,26823755,27435306,,Em Atividade,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,12,12,Sim,Não,46,Não,Sim,Possui,Sim,18,13,Sim,Sim,Não,Sim,Não,Não,1,18,Privada,Particular,
35199734,-46.5416937,-23.5276079,SAO VITOR COLEGIO,Privada,SAO PAULO,PENHA,RUA MARIA EMILIA,158,PENHA DE FRANCA,3638030,26427579,,COLEGIOSAOVITOR@HOTMAIL.COM,Em Atividade,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Sim,Não,11,Não,Sim,Possui,Sim,5,3,Sim,Sim,Não,Sim,Sim,Não,1,9,Privada,Particular,
35199825,-46.5705332,-23.5634065,CASTELO BRANCO COLEGIO,Privada,SAO PAULO,AGUA RASA,RUA BOM JESUS,822/886,VILA REGENTE FEIJO,3344000,29660535,,CASTELOBRANCO.ESCOLA@YAHOO.COM.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,11,11,Sim,Não,27,Sim,Sim,Possui,Sim,7,5,Sim,Sim,Não,Sim,Sim,Não,1,70,Privada,Particular,
35199874,-46.57201607,-23.57180047,GENTE DA GENTE COLEGIO,Privada,SAO PAULO,AGUA RASA,RUA DO ORFANATO,1567,AGUA RASA,3131010,29659926,,COLEGIOGG@HOTMAIL.COM,Em Atividade,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,7,7,Não,Sim,15,Não,Sim,Possui,Sim,6,4,Sim,Não,Não,Sim,Não,Sim,1,23,Privada,Particular,
35199898,-46.48879452,-23.54192312,CENTRO DE RECREACAO E ORIENTACAO INFANTIL TRAFUNET,Privada,SAO PAULO,PENHA,RUA PLINIO CAVALCANTI,314,ARTUR ALVIM,3569020,27412982,27412982,TRAFUNET@SUPERIG.COM.BR,Em Atividade,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,7,5,Não,Não,12,Sim,Sim,Possui,Sim,2,0,Sim,Não,Não,Sim,Não,Não,1,38,Privada,Particular,
35199904,-46.59016606,-23.55485605,INSTITUTO DE EDUCACAO INFANTIL NINHO D OURO,Privada,SAO PAULO,MOOCA,RUA DOS TRILHOS,2096,MOOCA,3168010,26055714,,CONTATO@NINHODOURO.COM.BR,Em Atividade,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,6,6,Não,Não,11,Não,Sim,Possui,Sim,3,2,Sim,Não,Não,Sim,Sim,Não,1,10,Privada,Particular,
35199928,-46.5356911,-23.5164818,LUMINAR COLEGIO,Privada,SAO PAULO,PENHA,RUA CORONEL MEIRELES,760,VILA LAIS,3612000,26845641,26845641,COLEGIOLUMINAR@BOL.COM.BR,Em Atividade,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,7,7,Sim,Sim,17,Não,Sim,Possui,Sim,4,3,Não,Sim,Sim,Sim,Não,Não,1,36,Privada,Particular,
35200013,-46.7521,-23.4343,EMEI MARIA DAILCE MONTEIRO DA SILVA GOMES PROFA,Pública,SAO PAULO,JARAGUA,MARTINO AROSIO,147,VILA AURORA,5186150,39415366,39410853,EMEIMDMSGOMES@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,4,4,Sim,Sim,30,Sim,Sim,Possui,Sim,18,14,Sim,Sim,Sim,Sim,Sim,Não,1,73,Municipal,,
35200529,-46.4144,-23.594,EMEI EDUARDO KNEESE DE MELLO PROF,Pública,SAO PAULO,CIDADE TIRADENTES,RUA NASCER DO SOL,1605,COHAB SANTA ETELVINA II,8485020,25160384,29649383,EMEIEKMELLO@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Sim,Sim,34,Sim,Sim,Possui,Sim,21,17,Sim,Sim,Sim,Sim,Sim,Não,1,49,Municipal,,
35200530,-46.4123,-23.5919,EMEI ELISIARIO RODRIGUES DE SOUSA PROF,Pública,SAO PAULO,CIDADE TIRADENTES,RUA EDSON DANILLO DOTTO,520,COHAB SANTA ETELVINA II,8485280,29648646,25160391,,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Não,Não,29,Sim,Sim,Possui,Sim,24,16,Sim,Sim,Sim,Sim,Não,Não,1,24,Municipal,,
35207652,-46.7398,-23.4099,EMEI ALICE FEITOSA DA,Pública,SAO PAULO,PERUS,RUA TARCON,253,JARDIM ADELFIORI,5223070,39153482,39188102,EMEIAFEITOSA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,5,5,Não,Sim,33,Sim,Sim,Possui,Sim,22,18,Sim,Sim,Sim,Sim,Sim,Não,1,52,Municipal,,
35207664,-46.6746,-23.4965,EMEI ANTONIO CALLADO,Pública,SAO PAULO,LIMAO,RUA ARAGUACEMA,100,VILA CRISTO REI,2558070,39551199,38571244,EMEIACALLADO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,5,5,Não,Sim,31,Sim,Sim,Possui,Sim,22,15,Sim,Sim,Sim,Sim,Sim,Não,1,48,Municipal,,
35207743,-46.4738,-23.4888,EMEI RUTH GONCALVES CHAVES DE SIQUEIRA PROFA,Pública,SAO PAULO,ERMELINO MATARAZZO,FIGUEIRA DA POLINESIA,373,JARDIM MATARAZZO,3813000,25471441,,,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,5,5,Não,Não,37,Sim,Sim,Possui,Sim,22,17,Sim,Sim,Não,Sim,Sim,Não,1,25,Municipal,,
35207792,-46.4968,-23.5467,EMEI CEZAR ROGERIO OLIVEIRA PERAMEZZA PROF,Pública,SAO PAULO,ARTUR ALVIM,PROFESSOR THIRE,151,VILA NHOCUNE,3561010,27428070,27428108,,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Não,Não,31,Sim,Sim,Possui,Sim,17,11,Sim,Sim,Sim,Sim,Não,Não,1,25,Municipal,,
35207925,-46.7651,-23.5958,EMEI MORENO CTE,Pública,SAO PAULO,RAPOSO TAVARES,RUA MARCOLINO VAZ FIGUEIRA,381,JARDIM DAS ESMERALDAS,5549130,37824966,37829755,EMEIMORENO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,5,5,Não,Não,30,Sim,Sim,Possui,Sim,12,8,Sim,Sim,Sim,Sim,Sim,Não,1,99,Municipal,,
35223153,-46.6444,-23.4551,EMEI CLEIDE MOREIRA DOS SANTOS PROFA,Pública,SAO PAULO,MANDAQUI,RUA DELMAR SOARES,SN,VILA PEDRA BRANCA,2635170,22310632,22585463,EMEICMSANTOS@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,6,6,Não,Não,36,Sim,Sim,Possui,Sim,20,17,Sim,Sim,Sim,Sim,Sim,Não,1,25,Municipal,,
35236883,-46.4832,-23.607,CEI DIRET MARIA CURSI,Pública,SAO PAULO,SAO MATEUS,AVENIDA MARIA LUISA DO VAL PENTEADO,560,CIDADE SAO MATEUS,3962040,29625733,29198899,CEIMCURSI@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,10,10,Não,Não,43,Sim,Sim,Não possui,Sim,5,0,Sim,Sim,Não,Sim,Sim,Não,1,148,Municipal,,
35236895,-46.4584,-23.6249,CEI DIRET JARDIM RODOLFO PIRANI,Pública,SAO PAULO,SAO RAFAEL,RUA CINIRA POLONIO,20,CONJUNTO PROMORAR RIO CLARO,8395320,27535309,,CEIJRFPIRANI@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,7,7,Não,Não,35,Sim,Sim,Não possui,Sim,2,0,Sim,Não,Não,Sim,Sim,Não,1,108,Municipal,,
35236901,-46.46444618,-23.62260614,CEI DIRET ELIZABETH SOUZA LOBO GARCIA,Pública,SAO PAULO,SAO RAFAEL,MENDONCA E VASCONCELOS,201,VILA ESTER,8330260,29623254,20199081,CEIESLOGARCIA@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,7,7,Não,Não,47,Sim,Sim,Possui,Sim,9,0,Sim,Sim,Sim,Sim,Sim,Não,1,133,Municipal,,
35236913,-46.446,-23.628,CEI DIRET JARDIM SANTO ANDRE,Pública,SAO PAULO,SAO RAFAEL,DOS SERTANISTAS,790,JARDIM SANTO ANDRE,8390240,27512330,27534284,CEIJSANDRE@PREFEITURA.SP.GOV.BR,Em Atividade,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,10,10,Não,Não,44,Sim,Sim,Possui,Sim,4,0,Sim,Não,Sim,Sim,Não,Não,1,133,Municipal,,
35236925,-46.4948,-23.5849,CEI DIRET CIDADE IV CENTENARIO,Pública,SAO PAULO,SAO MATEUS,RUA POCOS DE CALDAS,25,CIDADE CENTENARIO,3933000,27222259,,CEICIVCENTENARIO@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,9,9,Não,Não,47,Sim,Sim,Possui,Sim,4,0,Sim,Sim,Não,Sim,Sim,Não,1,123,Municipal,,
35236937,-46.4761,-23.6263,CEI DIRET PARQUE SAO RAFAEL II,Pública,SAO PAULO,SAO RAFAEL,SENADOR FILINTO MULLER,391,PARQUE SAO RAFAEL,8320110,29193814,,CEIPSRAFAEL2@PREFEITURA.SP.GOV.BR,Em Atividade,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Não,9,9,Não,Não,46,Sim,Sim,Não possui,Sim,4,0,Sim,Sim,Não,Sim,Sim,Não,1,124,Municipal,,
